Card,Price Change %,Price Change $,Starting Price,Last Sale,Avg,Min Sale,Max Sale,Volume Change %,# of Sales,Total Sales $
"Levincia 2025 Japanese Scarlet & Violet: Heat Wave Arena #092/063 Ultra Rare (Secret) Raw TCG (Near Mint)","91.50","$5.49","$6.00","$11.49 (10/20/2025)","$8.75","$6.00","$14.99","100.00","4","$34.98"
"Lillie's Determination 2025 Japanese Mega Brave #86/63 Super Rare (Full Art) Raw TCG (Near Mint)","91.30","$45.65","$50.00","$95.65 (10/23/2025)","$47.97","$24.50","$95.94","-63.48","42","$2014.69"
"Black Belt's Training 2025 Scarlet & Violet: Prismatic Evolutions #098/131 Poke Ball Reverse Holo Raw TCG (Near Mint)","90.91","$0.90","$0.99","$1.89 (10/24/2025)","$2.16","$0.99","$3.99","200.00","6","$12.95"
"Sylveon 2025 Scarlet & Violet: Prismatic Evolutions #040/131 Holo Raw TCG (Near Mint)","90.16","$1.15","$1.27","$2.42 (10/24/2025)","$2.23","$0.99","$9.99","81.82","40","$89.07"
"Teal Mask Ogerpon ex 2025 Scarlet & Violet: Prismatic Evolutions #012/131 Double Rare Raw TCG (Near Mint)","89.97","$2.69","$2.99","$5.68 (10/22/2025)","$4.33","$2.99","$5.68","-85.71","2","$8.67"
"Team Rocket's Zapdos 2025 Scarlet & Violet: Destined Rivals #070/182 Holo Raw TCG (Near Mint)","89.90","$0.89","$0.99","$1.88 (10/23/2025)","$1.63","$0.99","$3.15","3.85","27","$44.04"
"Eelektrik 2025 Scarlet & Violet: Black Bolt #031/086 Reverse Holo Raw TCG (Near Mint)","89.66","$1.30","$1.45","$2.75 (10/07/2025)","$2.10","$1.45","$2.75","-33.33","2","$4.20"
"Lampent 2025 Scarlet & Violet: White Flare #102/086 Illustration Rare Raw TCG (Near Mint)","89.17","$5.35","$6.00","$11.35 (10/23/2025)","$8.79","$1.25","$15.99","-44.29","39","$342.79"
"Pawniard 2025 Scarlet & Violet: Black Bolt #064/086 Master Ball Reverse Holo Raw TCG (Near Mint)","88.33","$1.59","$1.80","$3.39 (10/20/2025)","$4.44","$1.80","$10.33","33.33","8","$35.49"
"Mega Kangaskhan ex 2025 Japanese Mega Symphonia #51/63 Double Rare Raw TCG (Near Mint)","88.04","$1.84","$2.09","$3.93 (10/23/2025)","$1.94","$0.90","$3.99","-36.54","33","$63.86"
"Eri 2025 Scarlet & Violet: Prismatic Evolutions #136/131 Ultra Rare (Full Art) Raw TCG (Near Mint)","87.84","$2.44","$2.77","$5.21 (10/24/2025)","$3.00","$0.99","$10.98","21.92","89","$266.80"
"N's Zorua 2025 Japanese Scarlet & Violet: Battle Partners #108/100 Art Rare Raw TCG (Near Mint)","86.73","$5.10","$5.88","$10.98 (10/24/2025)","$5.41","$1.75","$10.98","-20.00","44","$238.13"
"Drilbur 2025 Scarlet & Violet: Black Bolt #045/086 Master Ball Reverse Holo Raw TCG (Near Mint)","86.41","$2.67","$3.09","$5.76 (10/17/2025)","$4.11","$1.99","$7.05","50.00","9","$36.99"
"Cubone 2025 Scarlet & Violet: Journey Together #076/159 Base Raw TCG (Near Mint)","86.00","$0.86","$1.00","$1.86 (10/03/2025)","$1.43","$1.00","$1.86","-33.33","2","$2.86"
"Scrafty 2025 Scarlet & Violet: White Flare #058/086 Master Ball Reverse Holo Raw TCG (Near Mint)","85.81","$3.69","$4.30","$7.99 (10/24/2025)","$5.79","$2.86","$7.99","0.00","6","$34.71"
"Atticus 2025 Scarlet & Violet: Prismatic Evolutions #133/131 Ultra Rare (Full Art) Raw TCG (Near Mint)","85.66","$2.18","$2.54","$4.72 (10/24/2025)","$2.33","$0.85","$6.59","37.84","51","$118.85"
"Jolteon 2025 Scarlet & Violet: Prismatic Evolutions #029/131 Reverse Holo Raw TCG (Near Mint)","85.58","$1.84","$2.15","$3.99 (10/21/2025)","$2.23","$1.49","$3.99","100.00","12","$26.74"
"Leavanny 2025 Scarlet & Violet: White Flare #003/086 Reverse Holo Raw TCG (Near Mint)","85.22","$0.98","$1.15","$2.13 (10/13/2025)","$1.32","$1.00","$2.13","33.33","4","$5.28"
"Drilbur 2025 Japanese Scarlet & Violet: Black Bolt #130/086 Art Rare Raw TCG (Near Mint)","85.12","$1.83","$2.15","$3.98 (10/24/2025)","$3.74","$2.15","$5.87","15.38","15","$56.12"
"Carracosta 2025 Scarlet & Violet: Black Bolt #023/086 Holo Raw TCG (Near Mint)","84.88","$0.73","$0.86","$1.59 (10/16/2025)","$1.30","$0.86","$1.59","0.00","3","$3.89"
"Lampent 2025 Scarlet & Violet: White Flare #017/086 Reverse Holo Raw TCG (Near Mint)","84.48","$0.98","$1.16","$2.14 (10/23/2025)","$1.76","$1.16","$2.14","200.00","3","$5.29"
"Kirlia 2025 Mega Evolution #059/132 Base Raw TCG (Near Mint)","84.44","$0.76","$0.90","$1.66 (10/23/2025)","$1.91","$0.85","$6.63","550.00","26","$49.70"
"Lillipup 2025 Scarlet & Violet: White Flare #074/086 Poke Ball Reverse Holo Raw TCG (Near Mint)","84.44","$1.14","$1.35","$2.49 (10/19/2025)","$2.83","$1.35","$7.49","-16.67","5","$14.17"
"Liepard 2025 Scarlet & Violet: White Flare #056/086 Reverse Holo Raw TCG (Near Mint)","84.44","$1.14","$1.35","$2.49 (10/06/2025)","$1.92","$1.35","$2.49","100.00","2","$3.84"
"Team Rocket's Zapdos 2025 Scarlet & Violet: Destined Rivals #070/182 Reverse Holo Raw TCG (Near Mint)","84.00","$1.47","$1.75","$3.22 (10/24/2025)","$2.10","$1.75","$3.22","0.00","16","$33.53"
"Tyranitar 2025 Japanese Scarlet & Violet: Battle Partners #058/100 Holo Raw TCG (Near Mint)","81.82","$0.81","$0.99","$1.80 (10/08/2025)","$1.40","$0.99","$1.80","0.00","2","$2.79"
"Chandelure 2025 Scarlet & Violet: White Flare #018/086 Holo Raw TCG (Near Mint)","80.91","$0.89","$1.10","$1.99 (10/07/2025)","$1.40","$1.10","$1.99","-40.00","3","$4.21"
"Ninjask 2025 Mega Evolution #137/132 Illustration Rare Raw TCG (Near Mint)","80.83","$5.82","$7.20","$13.02 (10/24/2025)","$8.14","$2.75","$16.45","1081.25","189","$1537.92"
"Furret 2025 Scarlet & Violet: Journey Together #119/159 Base Raw TCG (Near Mint)","80.81","$0.80","$0.99","$1.79 (09/28/2025)","$1.39","$0.99","$1.79","100.00","2","$2.78"
"Team Rocket's Bother-Bot 2025 Scarlet & Violet: Destined Rivals #172/182 Base Raw TCG (Near Mint)","80.81","$0.80","$0.99","$1.79 (10/17/2025)","$1.39","$0.99","$1.79","100.00","2","$2.78"
"Crustle 2025 Scarlet & Violet: Destined Rivals #012/182 Reverse Holo Raw TCG (Near Mint)","80.81","$0.80","$0.99","$1.79 (10/09/2025)","$1.70","$0.99","$2.22","-50.00","5","$8.48"
"Mega Manectric ex 2025 Japanese Mega Symphonia #32/63 Double Rare Raw TCG (Near Mint)","80.65","$1.25","$1.55","$2.80 (10/24/2025)","$1.88","$0.99","$5.50","-27.27","24","$45.01"
"Misty's Psyduck 2025 Scarlet & Violet: Destined Rivals #045/182 Base Raw TCG (Near Mint)","80.61","$0.79","$0.98","$1.77 (10/23/2025)","$1.58","$0.98","$1.99","33.33","8","$12.67"
"Cryogonal 2025 Scarlet & Violet: Black Bolt #027/086 Master Ball Reverse Holo Raw TCG (Near Mint)","80.16","$4.00","$4.99","$8.99 (10/24/2025)","$8.22","$4.99","$10.67","-66.67","3","$24.65"
"Pawniard 2025 Scarlet & Violet: Black Bolt #064/086 Poke Ball Reverse Holo Raw TCG (Near Mint)","79.29","$1.11","$1.40","$2.51 (10/08/2025)","$1.95","$1.40","$2.51","100.00","2","$3.91"
"Fezandipiti 2025 Scarlet & Violet: Prismatic Evolutions #045/131 Master Ball Reverse Holo Raw TCG (Near Mint)","78.77","$2.56","$3.25","$5.81 (10/24/2025)","$8.96","$3.25","$14.72","33.33","4","$35.82"
"Scolipede 2025 Scarlet & Violet: Black Bolt #056/086 Poke Ball Reverse Holo Raw TCG (Near Mint)","78.62","$1.14","$1.45","$2.59 (10/18/2025)","$2.02","$1.45","$2.59","0.00","4","$8.09"
"Emolga 2025 Scarlet & Violet: Black Bolt #029/086 Poke Ball Reverse Holo Raw TCG (Near Mint)","78.21","$1.53","$1.95","$3.48 (10/19/2025)","$2.25","$0.99","$5.50","-30.00","7","$15.74"
"Pokemon Center Lady 2025 Mega Evolution #123/132 Base Raw TCG (Near Mint)","78.20","$0.82","$1.06","$1.88 (10/09/2025)","$1.33","$1.03","$1.88","0.00","3","$3.99"
"Tympole 2025 Scarlet & Violet: Black Bolt #019/086 Poke Ball Reverse Holo Raw TCG (Near Mint)","77.86","$1.09","$1.40","$2.49 (10/24/2025)","$1.60","$1.00","$2.49","100.00","6","$9.58"
"Vanillite 2025 Scarlet & Violet: White Flare #111/086 Illustration Rare Raw TCG (Near Mint)","77.48","$4.40","$5.69","$10.09 (10/24/2025)","$8.78","$4.00","$15.68","4.35","48","$421.44"
"Frillish 2025 Scarlet & Violet: White Flare #044/086 Master Ball Reverse Holo Raw TCG (Near Mint)","77.33","$2.32","$3.00","$5.32 (10/24/2025)","$4.32","$2.75","$6.54","-61.54","5","$21.60"
"Buneary 2025 Scarlet & Violet: Prismatic Evolutions #083/131 Reverse Holo Raw TCG (Near Mint)","77.14","$0.54","$0.70","$1.24 (10/24/2025)","$1.38","$0.70","$2.10","100.00","4","$5.53"
"Kyurem ex 2025 Scarlet & Violet: Black Bolt #157/086 Ultra Rare (Full Art) Raw TCG (Near Mint)","76.77","$1.79","$2.33","$4.11 (10/24/2025)","$3.33","$1.00","$5.99","-20.45","35","$116.54"
"Team Rocket's Orbeetle 2025 Scarlet & Violet: Destined Rivals #089/182 Reverse Holo Raw TCG (Near Mint)","76.77","$0.76","$0.99","$1.75 (10/20/2025)","$1.70","$0.99","$2.49","40.00","7","$11.88"
"Iono's Bellibolt ex 2025 Japanese Scarlet & Violet: Battle Partners #114/100 Super Rare (Full Art) Raw TCG (Near Mint)","76.39","$2.33","$3.05","$5.38 (10/22/2025)","$6.08","$3.05","$9.81","-53.33","7","$42.57"
"Banette 2025 Scarlet & Violet: Journey Together #060/159 Base Raw TCG (Near Mint)","75.76","$0.75","$0.99","$1.74 (10/21/2025)","$1.36","$0.99","$1.74","100.00","2","$2.73"
"Marshadow 2025 Japanese Mega Brave #32/63 Base Raw TCG (Near Mint)","75.76","$0.75","$0.99","$1.74 (10/15/2025)","$1.18","$0.99","$1.74","0.00","4","$4.71"
"Reshiram 2025 Japanese Mega: Inferno X #17/80 Holo Raw TCG (Near Mint)","75.76","$0.75","$0.99","$1.74 (10/23/2025)","$1.24","$0.99","$1.74","0.00","3","$3.72"
"Umbreon 2025 Scarlet & Violet: Prismatic Evolutions #059/131 Holo Raw TCG (Near Mint)","75.67","$1.13","$1.50","$2.63 (10/23/2025)","$2.19","$0.99","$5.38","41.67","51","$111.62"
"Banette 2025 Scarlet & Violet: Journey Together #060/159 Reverse Holo Raw TCG (Near Mint)","75.63","$0.90","$1.19","$2.09 (10/23/2025)","$1.61","$1.19","$2.09","-25.00","6","$9.64"
"Lopunny 2025 Scarlet & Violet: Prismatic Evolutions #084/131 Poke Ball Reverse Holo Raw TCG (Near Mint)","75.00","$0.75","$1.00","$1.75 (10/23/2025)","$1.45","$0.74","$1.80","80.00","9","$13.02"
"Yanmega ex 2025 Japanese Scarlet & Violet: Heat Wave Arena #076/063 Super Rare (Full Art) Raw TCG (Near Mint)","74.92","$2.24","$2.99","$5.23 (10/21/2025)","$4.11","$2.99","$5.23","300.00","4","$16.44"
"Yamper 2025 Japanese Mega: Inferno X #30/80 Base Raw TCG (Near Mint)","74.67","$1.12","$1.50","$2.62 (10/10/2025)","$1.88","$1.50","$2.62","0.00","5","$9.42"
"Hearthflame Mask Ogerpon ex 2025 Scarlet & Violet: Prismatic Evolutions #017/131 Double Rare Raw TCG (Near Mint)","74.07","$2.00","$2.70","$4.70 (10/23/2025)","$2.61","$1.01","$4.70","0.00","12","$31.31"
"Roaring Moon 2025 Scarlet & Violet: Prismatic Evolutions #065/131 Poke Ball Reverse Holo Raw TCG (Near Mint)","73.38","$1.13","$1.54","$2.67 (10/19/2025)","$2.32","$1.54","$2.75","-57.14","3","$6.96"
"Hippowdon 2025 Scarlet & Violet: Prismatic Evolutions #053/131 Poke Ball Reverse Holo Raw TCG (Near Mint)","73.17","$1.20","$1.64","$2.84 (10/24/2025)","$1.65","$1.30","$2.84","80.00","9","$14.89"
"Eelektross 2025 Scarlet & Violet: Black Bolt #115/086 Illustration Rare Raw TCG (Near Mint)","72.55","$7.98","$11.00","$18.98 (10/23/2025)","$14.11","$7.00","$25.39","-30.00","14","$197.49"
"Slowking 2025 Scarlet & Violet: Prismatic Evolutions #019/131 Poke Ball Reverse Holo Raw TCG (Near Mint)","72.14","$1.01","$1.40","$2.41 (10/05/2025)","$1.84","$1.33","$2.67","25.00","5","$9.21"
"Moltres 2025 Japanese Mega: Inferno X #14/80 Base Raw TCG (Near Mint)","72.00","$1.08","$1.50","$2.58 (10/12/2025)","$2.04","$1.50","$2.58","0.00","2","$4.08"
"Ponyta 2025 Japanese Scarlet & Violet: Heat Wave Arena #013/063 Base Raw TCG (Near Mint)","72.00","$0.72","$1.00","$1.72 (10/16/2025)","$1.24","$1.00","$1.72","0.00","3","$3.72"
"Piplup 2025 Japanese Mega: Inferno X #27/80 Base Raw TCG (Near Mint)","71.72","$0.71","$0.99","$1.70 (10/22/2025)","$1.60","$0.99","$2.59","0.00","17","$27.25"
"Garganacl 2025 Mega Evolution #084/132 Reverse Holo Raw TCG (Near Mint)","71.28","$1.39","$1.95","$3.34 (10/22/2025)","$2.06","$0.99","$3.34","0.00","4","$8.23"
"Durant 2025 Scarlet & Violet: White Flare #070/086 Master Ball Reverse Holo Raw TCG (Near Mint)","71.20","$3.56","$5.00","$8.56 (10/24/2025)","$6.16","$3.45","$10.67","16.67","7","$43.12"
"Stoutland 2025 Scarlet & Violet: White Flare #076/086 Master Ball Reverse Holo Raw TCG (Near Mint)","71.14","$2.49","$3.50","$5.99 (10/24/2025)","$8.37","$3.50","$14.33","-28.57","5","$41.83"
"Hop's Cramorant 2025 Scarlet & Violet: Journey Together #138/159 Reverse Holo Raw TCG (Near Mint)","70.71","$0.70","$0.99","$1.69 (10/03/2025)","$1.77","$0.99","$2.64","-57.14","3","$5.32"
"Pachirisu 2025 Mega Evolution #051/132 Reverse Holo Raw TCG (Near Mint)","70.71","$0.70","$0.99","$1.69 (10/21/2025)","$1.80","$0.99","$4.03","0.00","14","$25.24"
"Boldore 2025 Scarlet & Violet: White Flare #047/086 Reverse Holo Raw TCG (Near Mint)","70.69","$0.82","$1.16","$1.98 (10/15/2025)","$1.57","$1.16","$1.98","100.00","2","$3.14"
"Dewott 2025 Scarlet & Violet: White Flare #022/086 Reverse Holo Raw TCG (Near Mint)","70.69","$0.82","$1.16","$1.98 (10/15/2025)","$1.57","$1.16","$1.98","-33.33","2","$3.14"
"Team Rocket's Watchtower 2025 Scarlet & Violet: Destined Rivals #180/182 Base Raw TCG (Near Mint)","70.55","$1.03","$1.46","$2.49 (10/20/2025)","$1.84","$1.46","$2.49","-16.67","5","$9.21"
"Gigalith 2025 Japanese Scarlet & Violet: White Flare #127/086 Art Rare Raw TCG (Near Mint)","70.00","$3.50","$5.00","$8.50 (10/24/2025)","$5.28","$3.58","$8.50","6.67","16","$84.45"
"Excadrill ex 2025 Scarlet & Violet: Black Bolt #160/086 Ultra Rare (Full Art) Raw TCG (Near Mint)","69.70","$0.69","$0.99","$1.68 (10/24/2025)","$2.43","$0.99","$4.64","23.81","52","$126.21"
"Cynthia's Feebas 2025 Scarlet & Violet: Destined Rivals #052/182 Reverse Holo Raw TCG (Near Mint)","69.19","$0.68","$0.99","$1.67 (10/22/2025)","$1.62","$0.99","$1.99","-35.71","9","$14.58"
"Ethan's Quilava 2025 Scarlet & Violet: Destined Rivals #033/182 Base Raw TCG (Near Mint)","68.69","$0.68","$0.99","$1.67 (10/21/2025)","$1.38","$0.99","$1.67","-50.00","3","$4.15"
"Premium Power Pro 2025 Japanese Mega Brave #81/63 Super Rare (Full Art) Raw TCG (Near Mint)","68.67","$2.17","$3.16","$5.33 (10/14/2025)","$3.10","$2.05","$5.33","-53.85","6","$18.57"
"Carmine 2025 Scarlet & Violet: Prismatic Evolutions #103/131 Poke Ball Reverse Holo Raw TCG (Near Mint)","68.55","$1.09","$1.59","$2.68 (10/24/2025)","$1.92","$1.41","$2.68","20.00","6","$11.49"
"Team Rocket's Wobbuffet 2025 Scarlet & Violet: Destined Rivals #082/182 Holo Raw TCG (Near Mint)","67.11","$1.00","$1.49","$2.49 (10/22/2025)","$1.74","$0.99","$2.66","66.67","10","$17.43"
"Pecharunt ex 2025 Scarlet & Violet: Prismatic Evolutions #163/131 Special Illustration Rare Raw TCG (Near Mint)","66.67","$15.34","$23.00","$38.34 (10/24/2025)","$27.69","$20.50","$45.96","-6.67","14","$387.71"
"Sawk 2025 Scarlet & Violet: White Flare #049/086 Reverse Holo Raw TCG (Near Mint)","65.93","$0.89","$1.35","$2.24 (10/22/2025)","$1.80","$1.35","$2.24","0.00","2","$3.59"
"Snivy 2025 Japanese Scarlet & Violet: Black Bolt #087/086 Art Rare Raw TCG (Near Mint)","65.81","$5.27","$8.00","$13.27 (10/24/2025)","$10.01","$7.00","$22.50","-8.33","33","$330.45"
"Amoonguss 2025 Japanese Scarlet & Violet: Black Bolt #096/086 Art Rare Raw TCG (Near Mint)","65.80","$3.29","$5.00","$8.29 (10/24/2025)","$6.57","$3.50","$17.99","-22.50","31","$203.57"
"Cornerstone Mask Ogerpon 2025 Scarlet & Violet: Destined Rivals #111/182 Reverse Holo Raw TCG (Near Mint)","65.03","$1.19","$1.83","$3.02 (10/18/2025)","$2.11","$1.00","$3.02","-37.50","5","$10.56"
"Basculin 2025 Scarlet & Violet: White Flare #024/086 Master Ball Reverse Holo Raw TCG (Near Mint)","64.73","$2.18","$3.36","$5.54 (10/24/2025)","$3.64","$1.84","$7.82","-11.11","8","$29.14"
"Cynthia's Roserade 2025 Scarlet & Violet: Destined Rivals #008/182 Reverse Holo Raw TCG (Near Mint)","64.17","$0.77","$1.20","$1.97 (10/24/2025)","$1.61","$1.20","$1.99","-46.67","8","$12.89"
"Antique Plume Fossil 2025 Scarlet & Violet: White Flare #079/086 Reverse Holo Raw TCG (Near Mint)","63.89","$0.69","$1.08","$1.77 (10/13/2025)","$1.43","$1.08","$1.77","100.00","2","$2.85"
"Alolan Marowak 2025 Scarlet & Violet: Journey Together #057/159 Reverse Holo Raw TCG (Near Mint)","63.64","$0.63","$0.99","$1.62 (10/16/2025)","$1.55","$0.99","$2.01","-28.57","5","$7.73"
"Jellicent ex 2025 Japanese Scarlet & Violet: White Flare #162/086 Super Rare (Full Art) Raw TCG (Near Mint)","63.57","$1.78","$2.80","$4.58 (10/21/2025)","$3.69","$2.80","$4.58","0.00","2","$7.38"
"Levincia 2025 Scarlet & Violet: Journey Together #150/159 Base Raw TCG (Near Mint)","63.38","$0.45","$0.71","$1.16 (10/11/2025)","$0.93","$0.71","$1.16","0.00","2","$1.87"
"N's PP Up 2025 Scarlet & Violet: Journey Together #153/159 Reverse Holo Raw TCG (Near Mint)","63.29","$0.91","$1.43","$2.33 (10/24/2025)","$2.26","$0.99","$3.99","103.85","53","$119.66"
"Lillipup 2025 Scarlet & Violet: White Flare #154/086 Illustration Rare Raw TCG (Near Mint)","62.78","$7.13","$11.35","$18.48 (10/24/2025)","$18.02","$7.32","$29.98","-16.25","67","$1207.25"
"Rabsca ex 2025 Scarlet & Violet: Destined Rivals #025/182 Double Rare Raw TCG (Near Mint)","62.42","$0.93","$1.49","$2.42 (10/24/2025)","$2.08","$0.89","$3.94","-10.81","33","$68.71"
"Elgyem 2025 Scarlet & Violet: Black Bolt #040/086 Master Ball Reverse Holo Raw TCG (Near Mint)","62.40","$2.34","$3.75","$6.09 (10/12/2025)","$4.61","$3.75","$6.09","-66.67","3","$13.83"
"Lillie's Clefairy ex 2025 Japanese Scarlet & Violet: Battle Partners #115/100 Super Rare (Full Art) Raw TCG (Near Mint)","62.14","$5.74","$9.25","$14.99 (10/20/2025)","$10.41","$7.69","$14.99","-7.69","12","$124.90"
"Cubchoo 2025 Scarlet & Violet: Black Bolt #109/086 Illustration Rare Raw TCG (Near Mint)","61.69","$6.20","$10.05","$16.25 (10/24/2025)","$12.63","$7.00","$19.95","20.00","36","$454.82"
"Mamoswine ex 2025 Japanese Scarlet & Violet: Battle Partners #046/100 Double Rare Raw TCG (Near Mint)","61.62","$0.61","$0.99","$1.60 (10/10/2025)","$1.29","$0.99","$1.60","0.00","2","$2.59"
"Team Rocket's Larvitar 2025 Scarlet & Violet: Destined Rivals #094/182 Reverse Holo Raw TCG (Near Mint)","61.17","$0.95","$1.54","$2.49 (10/24/2025)","$1.62","$1.25","$2.49","0.00","6","$9.74"
"Lokix 2025 Scarlet & Violet: Journey Together #100/159 Reverse Holo Raw TCG (Near Mint)","60.89","$0.75","$1.24","$1.99 (10/19/2025)","$1.85","$1.24","$2.99","50.00","9","$16.69"
"Jigglypuff 2025 Japanese Mega: Inferno X #64/80 Base Raw TCG (Near Mint)","60.64","$0.75","$1.25","$2.00 (10/16/2025)","$1.71","$0.99","$2.00","0.00","11","$18.78"
"Arven's Mabosstiff ex 2025 Japanese Scarlet & Violet: Heat Wave Arena #081/063 Super Rare (Full Art) Raw TCG (Near Mint)","60.16","$2.25","$3.74","$5.99 (10/19/2025)","$4.87","$3.74","$5.99","-50.00","2","$9.73"
"Roggenrola 2025 Scarlet & Violet: White Flare #046/086 Master Ball Reverse Holo Raw TCG (Near Mint)","59.94","$1.87","$3.12","$4.99 (10/22/2025)","$4.27","$2.25","$7.99","200.00","12","$51.25"
"Noivern 2025 Scarlet & Violet: Journey Together #128/159 Reverse Holo Raw TCG (Near Mint)","59.20","$0.74","$1.25","$1.99 (10/21/2025)","$1.92","$1.25","$2.58","-33.33","10","$19.16"
"Chandelure 2025 Scarlet & Violet: White Flare #018/086 Poke Ball Reverse Holo Raw TCG (Near Mint)","59.15","$1.60","$2.71","$4.30 (10/13/2025)","$2.88","$1.50","$7.11","28.57","9","$25.96"
"Mega Absol ex 2025 Japanese Mega Brave #79/63 Super Rare (Full Art) Raw TCG (Near Mint)","59.14","$4.27","$7.22","$11.49 (10/24/2025)","$8.36","$5.89","$11.49","-60.82","38","$317.85"
"Combusken 2025 Scarlet & Violet: Destined Rivals #041/182 Reverse Holo Raw TCG (Near Mint)","58.87","$0.73","$1.24","$1.97 (10/22/2025)","$1.74","$1.24","$2.25","-46.15","7","$12.21"
"Timburr 2025 Scarlet & Violet: Black Bolt #047/086 Base Raw TCG (Near Mint)","58.59","$0.58","$0.99","$1.57 (09/29/2025)","$1.28","$0.99","$1.57","-33.33","2","$2.56"
"Escavalier 2025 Scarlet & Violet: Black Bolt #138/086 Illustration Rare Raw TCG (Near Mint)","58.36","$5.69","$9.75","$15.44 (10/16/2025)","$12.09","$9.75","$15.44","-82.61","4","$48.37"
"Ortega 2025 Scarlet & Violet: Prismatic Evolutions #141/131 Ultra Rare (Full Art) Raw TCG (Near Mint)","58.07","$0.92","$1.59","$2.51 (10/24/2025)","$2.23","$0.99","$5.35","77.78","48","$106.93"
"Zorua 2025 Scarlet & Violet: White Flare #142/086 Illustration Rare Raw TCG (Near Mint)","57.84","$10.99","$19.00","$29.99 (10/24/2025)","$20.31","$10.52","$36.32","-20.00","60","$1218.40"
"Cryogonal 2025 Scarlet & Violet: Black Bolt #027/086 Poke Ball Reverse Holo Raw TCG (Near Mint)","57.52","$0.98","$1.69","$2.67 (10/14/2025)","$2.50","$1.69","$3.95","33.33","4","$10.01"
"Karrablast 2025 Scarlet & Violet: Black Bolt #094/086 Illustration Rare Raw TCG (Near Mint)","57.37","$5.45","$9.50","$14.95 (10/24/2025)","$13.98","$9.50","$19.95","-72.22","5","$69.90"
"Duosion 2025 Scarlet & Violet: Black Bolt #119/086 Illustration Rare Raw TCG (Near Mint)","57.07","$4.00","$7.00","$11.00 (10/24/2025)","$10.56","$7.00","$20.74","81.82","60","$633.46"
"Zweilous 2025 Scarlet & Violet: White Flare #066/086 Poke Ball Reverse Holo Raw TCG (Near Mint)","57.06","$0.97","$1.70","$2.67 (10/06/2025)","$2.19","$1.70","$2.67","-33.33","2","$4.37"
"N's Zoroark ex 2025 Japanese Scarlet & Violet: Battle Partners #127/100 Special Art Rare Raw TCG (Near Mint)","56.75","$22.70","$40.00","$62.70 (10/22/2025)","$48.43","$37.50","$62.70","100.00","6","$290.58"
"Tyranitar ex 2025 Scarlet & Violet: Prismatic Evolutions #064/131 Double Rare Raw TCG (Near Mint)","56.64","$0.81","$1.43","$2.24 (10/24/2025)","$2.75","$1.00","$5.28","39.29","39","$107.28"
"Yamask 2025 Scarlet & Violet: White Flare #039/086 Master Ball Reverse Holo Raw TCG (Near Mint)","56.64","$2.26","$3.99","$6.25 (10/24/2025)","$4.97","$2.99","$6.25","-30.00","7","$34.78"
"Team Rocket's Pupitar 2025 Scarlet & Violet: Destined Rivals #095/182 Reverse Holo Raw TCG (Near Mint)","56.60","$0.90","$1.59","$2.49 (10/24/2025)","$1.85","$1.35","$2.69","-11.11","8","$14.83"
